ticket_id,type,title,status,description,project,owner,adr,sprint,priority,dependencies,created_date,resolved_date
NA0-1,Spike,Spike: Evaluate options for Use AWS ECS to deploy novacommerce-api to AWS,Done,"Research spiked for Use AWS ECS to deploy novacommerce-api to AWS. Alternatives considered: 1. Script VM creation using custom Ansible and AMI images.
2. Deploy directly to AWS ECS.
3. Implement a complete AWS ECS container orchestration architecture.",PRJ-001,EMP-126,ADR-0025,Sprint-2021-W14,Low,[],2021-04-09,2021-04-19
NA0-2,Epic,Epic: Use AWS ECS to deploy novacommerce-api to AWS,Done,Implementation of decision in ADR-0025. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-001,EMP-092,ADR-0025,Sprint-2021-W14,Low,[],2021-04-19,2021-05-19
NA0-3,Story,Implement AWS ECS backend service in novacommerce-api,Done,"Tasks to fulfill architectural decision ADR-0025. Focus on: Standardize all microservice deployments, starting with novacommerce-api, on AWS ECS hosted on AWS.",PRJ-001,EMP-223,ADR-0025,Sprint-2021-W14,Low,"[""NA0-2""]",2021-04-24,2021-05-07
NA0-4,Task,Configure deployment pipelines for AWS ECS on novacommerce-api,Done,"Tasks to fulfill architectural decision ADR-0025. Focus on: Standardize all microservice deployments, starting with novacommerce-api, on AWS ECS hosted on AWS.",PRJ-001,EMP-202,ADR-0025,Sprint-2021-W14,Low,"[""NA0-2""]",2021-04-20,2021-05-02
NA0-5,Task,Configure deployment pipelines for AWS ECS on novacommerce-api,Done,"Tasks to fulfill architectural decision ADR-0025. Focus on: Standardize all microservice deployments, starting with novacommerce-api, on AWS ECS hosted on AWS.",PRJ-001,EMP-175,ADR-0025,Sprint-2021-W14,Low,"[""NA0-2""]",2021-04-21,2021-05-04
AL5-5,Epic,Epic: Use Kubernetes to deploy atlaspay-ledger to AWS,In Progress,Implementation of decision in ADR-0026. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-006,EMP-082,ADR-0026,Sprint-2021-W14,Medium,[],2021-04-21,2021-05-21
AL5-6,Story,Implement Kubernetes backend service in atlaspay-ledger,Open,"Tasks to fulfill architectural decision ADR-0026. Focus on: Standardize all microservice deployments, starting with atlaspay-ledger, on Kubernetes hosted on AWS.",PRJ-006,EMP-083,ADR-0026,Sprint-2021-W14,Medium,"[""AL5-5""]",2021-04-24,
FP17-8,Spike,Spike: Evaluate options for Introduce RabbitMQ,Done,"Research spiked for Introduce RabbitMQ for decoupled communications in fusionerp-payroll. Alternatives considered: 1. Keep synchronous REST APIs but increase timeouts and retry limits.
2. Introduce an HTTP webhook callback system.
3. Deploy RabbitMQ as a centralized event broker.",PRJ-018,EMP-130,ADR-0027,Sprint-2021-W14,Low,[],2021-04-18,2021-04-23
FP17-9,Epic,Epic: Introduce RabbitMQ for decoupled communications in fusionerp-payroll,Done,Implementation of decision in ADR-0027. Expected benefits: Cascading failures are avoided; service availability increases to 99.99%; peak traffic load is smoothed.,PRJ-018,EMP-178,ADR-0027,Sprint-2021-W14,Low,[],2021-04-23,2021-05-23
FP17-10,Story,Implement RabbitMQ backend service in fusionerp-payroll,Done,"Tasks to fulfill architectural decision ADR-0027. Focus on: Integrate RabbitMQ to enable asynchronous, event-driven communication between fusionerp-payroll and downstream microservices.",PRJ-018,EMP-182,ADR-0027,Sprint-2021-W14,Low,"[""FP17-9""]",2021-04-25,2021-05-03
FP17-11,Task,Configure deployment pipelines for RabbitMQ on fusionerp-payroll,Done,"Tasks to fulfill architectural decision ADR-0027. Focus on: Integrate RabbitMQ to enable asynchronous, event-driven communication between fusionerp-payroll and downstream microservices.",PRJ-018,EMP-037,ADR-0027,Sprint-2021-W14,Low,"[""FP17-9""]",2021-04-26,2021-05-09
FF18-1,Epic,Epic: Use Nomad to deploy fusionerp-frontend to AWS,Done,Implementation of decision in ADR-0028. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-019,EMP-092,ADR-0028,Sprint-2021-W16,Critical,[],2021-04-29,2021-05-29
FF18-2,Story,Implement Nomad backend service in fusionerp-frontend,Done,"Tasks to fulfill architectural decision ADR-0028. Focus on: Standardize all microservice deployments, starting with fusionerp-frontend, on Nomad hosted on AWS.",PRJ-019,EMP-019,ADR-0028,Sprint-2021-W16,Critical,"[""FF18-1""]",2021-05-02,2021-05-09
FF18-3,Task,Configure deployment pipelines for Nomad on fusionerp-frontend,Done,"Tasks to fulfill architectural decision ADR-0028. Focus on: Standardize all microservice deployments, starting with fusionerp-frontend, on Nomad hosted on AWS.",PRJ-019,EMP-130,ADR-0028,Sprint-2021-W16,Critical,"[""FF18-1""]",2021-05-02,2021-05-09
FF18-4,Task,Configure deployment pipelines for Nomad on fusionerp-frontend,Done,"Tasks to fulfill architectural decision ADR-0028. Focus on: Standardize all microservice deployments, starting with fusionerp-frontend, on Nomad hosted on AWS.",PRJ-019,EMP-093,ADR-0028,Sprint-2021-W16,Critical,"[""FF18-1""]",2021-04-30,2021-05-14
IA9-1,Epic,Epic: Use Kubernetes to deploy insightcrm-analytics to AWS,Done,Implementation of decision in ADR-0029. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-010,EMP-155,ADR-0029,Sprint-2021-W16,Medium,[],2021-05-03,2021-06-02
IA9-2,Story,Implement Kubernetes backend service in insightcrm-analytics,Done,"Tasks to fulfill architectural decision ADR-0029. Focus on: Standardize all microservice deployments, starting with insightcrm-analytics, on Kubernetes hosted on AWS.",PRJ-010,EMP-153,ADR-0029,Sprint-2021-W16,Medium,"[""IA9-1""]",2021-05-08,2021-05-11
IA9-3,Epic,Epic: Implement Memcached cache layer for insightcrm-analytics,Done,Implementation of decision in ADR-0030. Expected benefits: Endpoint latency reduced by up to 80%; database read IOPS reduced by 60%.,PRJ-010,EMP-249,ADR-0030,Sprint-2021-W16,Medium,[],2021-05-06,2021-06-05
IA9-4,Story,Implement Memcached backend service in insightcrm-analytics,Done,Tasks to fulfill architectural decision ADR-0030. Focus on: Implement Memcached as a distributed caching layer for insightcrm-analytics endpoints.,PRJ-010,EMP-181,ADR-0030,Sprint-2021-W16,Medium,"[""IA9-3""]",2021-05-07,2021-05-19
NC2-4,Spike,Spike: Evaluate options for Use AWS ECS to deploy novacommerce-cart to AWS,Done,"Research spiked for Use AWS ECS to deploy novacommerce-cart to AWS. Alternatives considered: 1. Script VM creation using custom Ansible and AMI images.
2. Deploy directly to AWS ECS.
3. Implement a complete AWS ECS container orchestration architecture.",PRJ-003,EMP-153,ADR-0031,Sprint-2021-W18,Low,[],2021-04-30,2021-05-09
NC2-5,Epic,Epic: Use AWS ECS to deploy novacommerce-cart to AWS,Done,Implementation of decision in ADR-0031. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-003,EMP-139,ADR-0031,Sprint-2021-W18,Low,[],2021-05-09,2021-06-08
NC2-6,Story,Implement AWS ECS backend service in novacommerce-cart,Done,"Tasks to fulfill architectural decision ADR-0031. Focus on: Standardize all microservice deployments, starting with novacommerce-cart, on AWS ECS hosted on AWS.",PRJ-003,EMP-010,ADR-0031,Sprint-2021-W18,Low,"[""NC2-5""]",2021-05-12,2021-05-26
CD10-5,Spike,Spike: Evaluate options for Introduce AWS SQS,Done,"Research spiked for Introduce AWS SQS for decoupled communications in cloudsync-daemon. Alternatives considered: 1. Keep synchronous REST APIs but increase timeouts and retry limits.
2. Introduce an HTTP webhook callback system.
3. Deploy AWS SQS as a centralized event broker.",PRJ-011,EMP-218,ADR-0032,Sprint-2021-W18,Medium,[],2021-04-30,2021-05-10
CD10-6,Epic,Epic: Introduce AWS SQS for decoupled communications in cloudsync-daemon,Done,Implementation of decision in ADR-0032. Expected benefits: Cascading failures are avoided; service availability increases to 99.99%; peak traffic load is smoothed.,PRJ-011,EMP-008,ADR-0032,Sprint-2021-W18,Medium,[],2021-05-10,2021-06-09
CD10-7,Story,Implement AWS SQS backend service in cloudsync-daemon,Done,"Tasks to fulfill architectural decision ADR-0032. Focus on: Integrate AWS SQS to enable asynchronous, event-driven communication between cloudsync-daemon and downstream microservices.",PRJ-011,EMP-206,ADR-0032,Sprint-2021-W18,Medium,"[""CD10-6""]",2021-05-14,2021-05-20
NC2-7,Spike,Spike: Evaluate options for Introduce Kafka,Done,"Research spiked for Introduce Kafka for decoupled communications in novacommerce-cart. Alternatives considered: 1. Keep synchronous REST APIs but increase timeouts and retry limits.
2. Introduce an HTTP webhook callback system.
3. Deploy Kafka as a centralized event broker.",PRJ-003,EMP-032,ADR-0033,Sprint-2021-W18,Medium,[],2021-04-29,2021-05-12
NC2-8,Epic,Epic: Introduce Kafka for decoupled communications in novacommerce-cart,Done,Implementation of decision in ADR-0033. Expected benefits: Cascading failures are avoided; service availability increases to 99.99%; peak traffic load is smoothed.,PRJ-003,EMP-054,ADR-0033,Sprint-2021-W18,Medium,[],2021-05-12,2021-06-11
NC2-9,Story,Implement Kafka backend service in novacommerce-cart,Done,"Tasks to fulfill architectural decision ADR-0033. Focus on: Integrate Kafka to enable asynchronous, event-driven communication between novacommerce-cart and downstream microservices.",PRJ-003,EMP-010,ADR-0033,Sprint-2021-W18,Medium,"[""NC2-8""]",2021-05-16,2021-05-19
NC2-10,Task,Configure deployment pipelines for Kafka on novacommerce-cart,Done,"Tasks to fulfill architectural decision ADR-0033. Focus on: Integrate Kafka to enable asynchronous, event-driven communication between novacommerce-cart and downstream microservices.",PRJ-003,EMP-039,ADR-0033,Sprint-2021-W18,Medium,"[""NC2-8""]",2021-05-15,2021-05-21
AP6-1,Spike,Spike: Evaluate options for Implement Redis cache layer,Done,"Research spiked for Implement Redis cache layer for atlaspay-portal. Alternatives considered: 1. Add read replicas to the primary database.
2. Use in-memory application caching.
3. Deploy a centralized Redis caching cluster.",PRJ-007,EMP-154,ADR-0034,Sprint-2021-W18,Medium,[],2021-05-09,2021-05-19
AP6-2,Epic,Epic: Implement Redis cache layer for atlaspay-portal,Done,Implementation of decision in ADR-0034. Expected benefits: Endpoint latency reduced by up to 80%; database read IOPS reduced by 60%.,PRJ-007,EMP-116,ADR-0034,Sprint-2021-W18,Medium,[],2021-05-19,2021-06-18
AP6-3,Story,Implement Redis backend service in atlaspay-portal,Done,Tasks to fulfill architectural decision ADR-0034. Focus on: Implement Redis as a distributed caching layer for atlaspay-portal endpoints.,PRJ-007,EMP-095,ADR-0034,Sprint-2021-W18,Medium,"[""AP6-2""]",2021-05-21,2021-06-01
AP6-4,Task,Configure deployment pipelines for Redis on atlaspay-portal,Done,Tasks to fulfill architectural decision ADR-0034. Focus on: Implement Redis as a distributed caching layer for atlaspay-portal endpoints.,PRJ-007,EMP-248,ADR-0034,Sprint-2021-W18,Medium,"[""AP6-2""]",2021-05-22,2021-05-26
CS11-6,Epic,Epic: Migrate cloudsync-storage frontend architecture to Vue.js,Done,Implementation of decision in ADR-0035. Expected benefits: First Contentful Paint (FCP) improved from 4s to 1.2s; developer velocity increased.,PRJ-012,EMP-228,ADR-0035,Sprint-2021-W20,Medium,[],2021-05-22,2021-06-21
CS11-7,Story,Implement Vue.js backend service in cloudsync-storage,Done,Tasks to fulfill architectural decision ADR-0035. Focus on: Rebuild and migrate the UI for cloudsync-storage to Vue.js.,PRJ-012,EMP-085,ADR-0035,Sprint-2021-W20,Medium,"[""CS11-6""]",2021-05-25,2021-06-08
AL5-7,Spike,Spike: Evaluate options for Migrate atlaspay-ledger frontend architecture to Vue.js,Done,"Research spiked for Migrate atlaspay-ledger frontend architecture to Vue.js. Alternatives considered: 1. Refactor the existing legacy code and optimize bundle sizes.
2. Migrate to Vanilla JS and web components.
3. Rebuild the frontend using Vue.js.",PRJ-006,EMP-024,ADR-0036,Sprint-2021-W20,Medium,[],2021-05-13,2021-05-23
AL5-8,Epic,Epic: Migrate atlaspay-ledger frontend architecture to Vue.js,Done,Implementation of decision in ADR-0036. Expected benefits: First Contentful Paint (FCP) improved from 4s to 1.2s; developer velocity increased.,PRJ-006,EMP-071,ADR-0036,Sprint-2021-W20,Medium,[],2021-05-23,2021-06-22
AL5-9,Story,Implement Vue.js backend service in atlaspay-ledger,Done,Tasks to fulfill architectural decision ADR-0036. Focus on: Rebuild and migrate the UI for atlaspay-ledger to Vue.js.,PRJ-006,EMP-125,ADR-0036,Sprint-2021-W20,Medium,"[""AL5-8""]",2021-05-26,2021-05-29
FP17-12,Spike,Spike: Evaluate options for Migrate fusionerp-payroll frontend architecture to React / Next.js,Done,"Research spiked for Migrate fusionerp-payroll frontend architecture to React / Next.js. Alternatives considered: 1. Refactor the existing legacy code and optimize bundle sizes.
2. Migrate to Vanilla JS and web components.
3. Rebuild the frontend using React / Next.js.",PRJ-018,EMP-113,ADR-0037,Sprint-2021-W20,Medium,[],2021-05-16,2021-05-27
FP17-13,Epic,Epic: Migrate fusionerp-payroll frontend architecture to React / Next.js,Done,Implementation of decision in ADR-0037. Expected benefits: First Contentful Paint (FCP) improved from 4s to 1.2s; developer velocity increased.,PRJ-018,EMP-136,ADR-0037,Sprint-2021-W20,Medium,[],2021-05-27,2021-06-26
FP17-14,Story,Implement React / Next.js backend service in fusionerp-payroll,Done,Tasks to fulfill architectural decision ADR-0037. Focus on: Rebuild and migrate the UI for fusionerp-payroll to React / Next.js.,PRJ-018,EMP-053,ADR-0037,Sprint-2021-W20,Medium,"[""FP17-13""]",2021-05-29,2021-06-08
IA7-5,Epic,Epic: Implement Memcached cache layer for insightcrm-api,Done,Implementation of decision in ADR-0038. Expected benefits: Endpoint latency reduced by up to 80%; database read IOPS reduced by 60%.,PRJ-008,EMP-105,ADR-0038,Sprint-2021-W22,Low,[],2021-06-05,2021-07-05
IA7-6,Story,Implement Memcached backend service in insightcrm-api,Done,Tasks to fulfill architectural decision ADR-0038. Focus on: Implement Memcached as a distributed caching layer for insightcrm-api endpoints.,PRJ-008,EMP-239,ADR-0038,Sprint-2021-W22,Low,"[""IA7-5""]",2021-06-09,2021-06-20
PL20-8,Spike,Spike: Evaluate options for Migrate plat,Done,"Research spiked for Migrate platform-logging frontend architecture to React / Next.js. Alternatives considered: 1. Refactor the existing legacy code and optimize bundle sizes.
2. Migrate to Vanilla JS and web components.
3. Rebuild the frontend using React / Next.js.",PRJ-021,EMP-246,ADR-0039,Sprint-2021-W24,Medium,[],2021-06-06,2021-06-21
PL20-9,Epic,Epic: Migrate platform-logging frontend architecture to React / Next.js,Done,Implementation of decision in ADR-0039. Expected benefits: First Contentful Paint (FCP) improved from 4s to 1.2s; developer velocity increased.,PRJ-021,EMP-052,ADR-0039,Sprint-2021-W24,Medium,[],2021-06-21,2021-07-21
PL20-10,Story,Implement React / Next.js backend service in platform-logging,Done,Tasks to fulfill architectural decision ADR-0039. Focus on: Rebuild and migrate the UI for platform-logging to React / Next.js.,PRJ-021,EMP-171,ADR-0039,Sprint-2021-W24,Medium,"[""PL20-9""]",2021-06-26,2021-07-10
PL20-11,Task,Configure deployment pipelines for React / Next.js on platform-logging,Done,Tasks to fulfill architectural decision ADR-0039. Focus on: Rebuild and migrate the UI for platform-logging to React / Next.js.,PRJ-021,EMP-171,ADR-0039,Sprint-2021-W24,Medium,"[""PL20-9""]",2021-06-23,2021-06-27
IU8-1,Epic,Epic: Use Kubernetes to deploy insightcrm-ui to AWS,Done,Implementation of decision in ADR-0040. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-009,EMP-029,ADR-0040,Sprint-2021-W24,High,[],2021-06-25,2021-07-25
