incident_id,cause,root_cause,severity,timeline,resolution,linked_deployment,linked_pr,linked_adr,lessons_learned
INC-0032,Unoptimized query on cloudsync-daemon database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-02-17 13:43:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-02-17 13:57:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-02-17 15:03:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-02-17 16:09:00""}]",Applied mitigation at 15:03:00 by rolling back production deployment DEP-0068 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0068,PR-0043,ADR-0010,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0033,Message lag spike on Kafka partition for cloudsync-daemon,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-02-17 18:04:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-02-17 18:18:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-02-17 19:23:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-02-17 23:12:00""}]",Applied mitigation at 19:23:00 by rolling back production deployment DEP-0071 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0071,PR-0046,ADR-0010,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0034,Database connection pool exhaustion on platform-monitoring,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-02-19 17:57:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-02-19 18:08:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-02-19 18:31:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-02-19 21:25:00""}]",Applied mitigation at 18:31:00 by rolling back production deployment DEP-0073 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0073,PR-0013,ADR-0003,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0035,Unoptimized query on fusionerp-payroll database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-02-19 22:59:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-02-19 23:12:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-02-20 00:02:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-02-20 03:49:00""}]",Applied mitigation at 00:02:00 by rolling back production deployment DEP-0075 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0075,PR-0041,ADR-0008,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0036,Message lag spike on Kafka partition for cloudsync-daemon,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-02-20 00:26:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-02-20 00:41:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-02-20 01:12:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-02-20 03:33:00""}]",Applied mitigation at 01:12:00 by rolling back production deployment DEP-0077 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0077,PR-0042,ADR-0010,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0037,Message lag spike on Kafka partition for atlaspay-ledger,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-02-20 22:46:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-02-20 22:56:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-02-20 23:39:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-02-21 01:34:00""}]",Applied mitigation at 23:39:00 by rolling back production deployment DEP-0079 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0079,PR-0045,,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0038,Unoptimized query on fusionerp-payroll database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-02-24 18:23:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-02-24 18:36:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-02-24 20:03:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-02-24 22:31:00""}]",Applied mitigation at 20:03:00 by rolling back production deployment DEP-0083 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0083,PR-0038,ADR-0008,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0039,Message lag spike on Kafka partition for platform-monitoring,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-02-24 21:56:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-02-24 22:03:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-02-24 22:57:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-02-24 23:42:00""}]",Applied mitigation at 22:57:00 by rolling back production deployment DEP-0081 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0081,PR-0018,ADR-0004,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0040,Out of memory (OOM) crash in insightcrm-ui pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (512Mi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-02-25 23:11:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-02-25 23:15:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-02-25 23:30:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-02-26 01:16:00""}]",Applied mitigation at 23:30:00 by rolling back production deployment DEP-0085 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0085,PR-0049,,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0041,Out of memory (OOM) crash in cloudsync-storage pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (512Mi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-02-27 22:14:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-02-27 22:25:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-02-27 23:02:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-02-28 01:40:00""}]",Applied mitigation at 23:02:00 by rolling back production deployment DEP-0088 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0088,PR-0044,ADR-0012,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0042,Routing loop in Istio service mesh for novacommerce-cart,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-03-01 11:44:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-03-01 11:51:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-03-01 13:01:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-03-01 15:26:00""}]",Applied mitigation at 13:01:00 by rolling back production deployment DEP-0092 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0092,PR-0048,ADR-0014,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0043,Cache stampede in insightcrm-api for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-03-01 13:13:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-03-01 13:21:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-03-01 14:47:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-03-01 17:29:00""}]",Applied mitigation at 14:47:00 by rolling back production deployment DEP-0090 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0090,PR-0022,ADR-0005,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0044,Out of memory (OOM) crash in security-auth-proxy pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (2Gi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-03-02 07:37:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-03-02 07:42:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-03-02 09:12:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-03-02 10:15:00""}]",Applied mitigation at 09:12:00 by rolling back production deployment DEP-0094 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0094,PR-0024,ADR-0006,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0045,Out of memory (OOM) crash in insightcrm-ui pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (1Gi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-03-03 00:07:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-03-03 00:21:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-03-03 01:01:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-03-03 04:41:00""}]",Applied mitigation at 01:01:00 by rolling back production deployment DEP-0096 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0096,PR-0055,,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
