feedback_id,sprint,project_id,adr_id,employee_id,difficulty_rating,opinion,suggestion
FDB-00137,Sprint-2025-W47,PRJ-007,,EMP-182,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Enforce standard code linter rules globally.
FDB-00138,Sprint-2024-W05,PRJ-015,,EMP-096,4,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Improve CI build times for visionai-training repository. Currently taking > 15 minutes.
FDB-00139,Sprint-2021-W16,PRJ-011,,EMP-226,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Improve CI build times for cloudsync-daemon repository. Currently taking > 15 minutes.
FDB-00140,Sprint-2024-W07,PRJ-007,ADR-0178,EMP-235,3,Regarding ADR-0178 (Implement Redis cache layer for atlaspay-portal): The team found the design in ADR-0178 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0178.
FDB-00141,Sprint-2025-W47,PRJ-018,,EMP-204,4,"Terraform configurations are clean, but applying them in dev environment is slow.",Provide sandbox credentials for local database testing.
FDB-00142,Sprint-2022-W48,PRJ-002,,EMP-068,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00143,Sprint-2024-W51,PRJ-012,,EMP-182,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00144,Sprint-2025-W21,PRJ-021,,EMP-048,1,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Set up an internal knowledge base detailing API interface contracts.
FDB-00145,Sprint-2023-W50,PRJ-018,ADR-0271,EMP-067,1,Regarding ADR-0271 (Introduce Kafka for decoupled communications in fusionerp-payroll): We hit some performance hiccups under load on fusionerp-payroll after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0271.
FDB-00146,Sprint-2023-W36,PRJ-015,,EMP-091,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00147,Sprint-2024-W17,PRJ-025,,EMP-132,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Provide sandbox credentials for local database testing.
FDB-00148,Sprint-2023-W38,PRJ-019,ADR-0500,EMP-120,3,"Regarding ADR-0500 (Introduce RabbitMQ for decoupled communications in fusionerp-frontend): Implementing this decision on fusionerp-frontend was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0500.
FDB-00149,Sprint-2024-W19,PRJ-022,,EMP-075,2,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Improve CI build times for platform-monitoring repository. Currently taking > 15 minutes.
FDB-00150,Sprint-2024-W25,PRJ-020,,EMP-231,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Provide sandbox credentials for local database testing.
FDB-00151,Sprint-2023-W22,PRJ-022,,EMP-159,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00152,Sprint-2021-W40,PRJ-013,ADR-0229,EMP-125,3,Regarding ADR-0229 (Use Kubernetes to deploy cloudsync-desktop to AWS): We hit some performance hiccups under load on cloudsync-desktop after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0229.
FDB-00153,Sprint-2023-W12,PRJ-006,,EMP-174,5,"Terraform configurations are clean, but applying them in dev environment is slow.",Refactor the billing module of atlaspay-ledger; it has too much technical debt.
FDB-00154,Sprint-2024-W47,PRJ-008,ADR-0293,EMP-160,5,Regarding ADR-0293 (Implement Redis cache layer for insightcrm-api): The team found the design in ADR-0293 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0293.
FDB-00155,Sprint-2023-W10,PRJ-015,ADR-0116,EMP-019,2,"Regarding ADR-0116 (Adopt DynamoDB for visionai-training database storage): Implementing this decision on visionai-training was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0116.
FDB-00156,Sprint-2021-W30,PRJ-024,,EMP-221,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Refactor the billing module of security-scanner; it has too much technical debt.
FDB-00157,Sprint-2024-W09,PRJ-005,,EMP-219,1,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Provide sandbox credentials for local database testing.
FDB-00158,Sprint-2021-W10,PRJ-005,ADR-0384,EMP-130,4,"Regarding ADR-0384 (Use AWS ECS to deploy atlaspay-gateway to AWS): Implementing this decision on atlaspay-gateway was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0384.
FDB-00159,Sprint-2025-W17,PRJ-021,ADR-0301,EMP-239,3,Regarding ADR-0301 (Use Nomad to deploy platform-logging to AWS): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0301.
FDB-00160,Sprint-2021-W44,PRJ-022,,EMP-068,3,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-00161,Sprint-2024-W39,PRJ-024,,EMP-053,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Set up an internal knowledge base detailing API interface contracts.
FDB-00162,Sprint-2021-W20,PRJ-002,,EMP-117,1,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Improve CI build times for novacommerce-ui repository. Currently taking > 15 minutes.
FDB-00163,Sprint-2023-W12,PRJ-004,,EMP-113,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Improve CI build times for novacommerce-checkout repository. Currently taking > 15 minutes.
FDB-00164,Sprint-2023-W48,PRJ-003,ADR-0369,EMP-191,2,"Regarding ADR-0369 (Introduce AWS SQS for decoupled communications in novacommerce-cart): Implementing this decision on novacommerce-cart was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0369.
FDB-00165,Sprint-2025-W39,PRJ-024,ADR-0463,EMP-185,3,Regarding ADR-0463 (Introduce Kafka for decoupled communications in security-scanner): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0463.
FDB-00166,Sprint-2021-W24,PRJ-025,,EMP-083,1,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Refactor the billing module of devops-ci-cd; it has too much technical debt.
FDB-00167,Sprint-2023-W06,PRJ-007,,EMP-051,2,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Set up an internal knowledge base detailing API interface contracts.
FDB-00168,Sprint-2024-W27,PRJ-014,ADR-0452,EMP-109,2,Regarding ADR-0452 (Migrate visionai-inference frontend architecture to Vue.js): The team found the design in ADR-0452 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0452.
FDB-00169,Sprint-2023-W30,PRJ-024,,EMP-101,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Provide sandbox credentials for local database testing.
FDB-00170,Sprint-2021-W20,PRJ-004,,EMP-149,2,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Set up an internal knowledge base detailing API interface contracts.
FDB-00171,Sprint-2022-W20,PRJ-022,ADR-0354,EMP-177,3,Regarding ADR-0354 (Adopt MySQL for platform-monitoring database storage): We hit some performance hiccups under load on platform-monitoring after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0354.
FDB-00172,Sprint-2022-W02,PRJ-005,,EMP-211,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Provide sandbox credentials for local database testing.
FDB-00173,Sprint-2023-W48,PRJ-016,ADR-0249,EMP-246,2,"Regarding ADR-0249 (Implement Memcached cache layer for visionai-pipeline): Implementing this decision on visionai-pipeline was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0249.
FDB-00174,Sprint-2022-W18,PRJ-007,ADR-0178,EMP-217,2,Regarding ADR-0178 (Implement Redis cache layer for atlaspay-portal): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0178.
FDB-00175,Sprint-2023-W42,PRJ-015,,EMP-137,2,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Improve CI build times for visionai-training repository. Currently taking > 15 minutes.
FDB-00176,Sprint-2025-W39,PRJ-015,,EMP-034,4,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Refactor the billing module of visionai-training; it has too much technical debt.
FDB-00177,Sprint-2022-W20,PRJ-007,,EMP-195,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Improve CI build times for atlaspay-portal repository. Currently taking > 15 minutes.
FDB-00178,Sprint-2023-W38,PRJ-002,,EMP-051,2,"Terraform configurations are clean, but applying them in dev environment is slow.",Refactor the billing module of novacommerce-ui; it has too much technical debt.
FDB-00179,Sprint-2023-W52,PRJ-001,,EMP-125,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Enforce standard code linter rules globally.
FDB-00180,Sprint-2025-W39,PRJ-025,,EMP-224,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Set up an internal knowledge base detailing API interface contracts.
FDB-00181,Sprint-2021-W10,PRJ-021,,EMP-180,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Refactor the billing module of platform-logging; it has too much technical debt.
FDB-00182,Sprint-2021-W14,PRJ-010,,EMP-036,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Enforce standard code linter rules globally.
FDB-00183,Sprint-2021-W14,PRJ-019,,EMP-131,1,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Refactor the billing module of fusionerp-frontend; it has too much technical debt.
FDB-00184,Sprint-2022-W10,PRJ-015,,EMP-111,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Enforce standard code linter rules globally.
FDB-00185,Sprint-2021-W10,PRJ-015,,EMP-059,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Refactor the billing module of visionai-training; it has too much technical debt.
FDB-00186,Sprint-2024-W19,PRJ-003,,EMP-107,5,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Improve CI build times for novacommerce-cart repository. Currently taking > 15 minutes.
FDB-00187,Sprint-2022-W14,PRJ-023,,EMP-140,4,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Set up an internal knowledge base detailing API interface contracts.
FDB-00188,Sprint-2021-W38,PRJ-014,,EMP-096,5,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Refactor the billing module of visionai-inference; it has too much technical debt.
FDB-00189,Sprint-2022-W44,PRJ-008,,EMP-024,4,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Provide sandbox credentials for local database testing.
